Robot,Distance [m],Levels,Cargo [kg],Elevation [m],Battery Level,Time of Day [h],Battery Error,Energy [kJ]
R2,349.56,3,7.65,12,0.7568049557786983,20.47,0,15.70689
R2,97.24,2,0.0,8,0.8176868795591503,12.55,0,4.78995
R2,227.08,4,0.85,16,0.613496788592964,20.12,0,5.19948
R2,91.98,4,7.58,16,0.9404864247017002,11.29,0,7.28774
R2,275.9,1,2.29,4,0.8198427957763647,17.52,0,6.9084
R1,157.39,3,3.31,12,0.6064513669055331,8.44,0,5.22293
R2,393.18,3,6.66,12,0.7982025307182254,20.34,0,16.44032
R1,144.42,4,6.41,16,0.8789241878807994,10.6,0,12.1072
R2,187.55,3,0.0,12,0.647366578879507,17.9,0,3.54472
R1,155.59,1,5.6,4,0.617122620360746,20.75,0,5.44366
R2,131.26,4,7.54,16,0.2184388517697211,1.66,0,6.36063
R1,328.53,3,0.81,12,0.7770347755243033,8.28,0,9.20111
R1,105.74,2,3.1,8,0.31479221191961604,5.78,0,3.5322
R2,202.13,2,3.43,8,0.27050220220894694,21.65,0,6.26766
R1,290.95,3,3.63,12,0.9729109791023436,1.19,0,9.67457
R1,128.71,2,0.0,8,0.6576994178585048,7.87,0,3.73122
R1,256.33,3,2.32,12,0.47612915158826363,8.74,0,7.79505
R1,159.84,3,2.51,12,0.6730377992590255,6.96,0,5.1665
R1,192.21,3,4.69,12,0.4633538775830667,17.53,0,6.68798
R1,241.2,3,0.0,12,0.5968224560945237,14.78,0,17.32391
R2,376.76,3,1.73,12,0.902762313179287,23.93,0,9.19096
R1,145.37,3,3.26,12,0.521287471439539,17.12,0,4.98514
R1,198.06,1,2.85,4,0.7235894161481324,2.13,0,5.88855
R2,124.13,3,8.43,12,0.7390359948942837,9.3,0,9.98883
R2,236.56,2,2.18,8,0.8009014873169396,2.7,0,5.97593
R1,470.96,3,1.6,12,0.5099628779754002,17.19,0,13.3601
R2,279.99,4,1.06,16,0.6037710932145581,0.7,0,6.27793
R1,72.72,3,5.44,12,0.7073894674455958,14.13,0,6.28437
R2,165.3,2,5.77,8,0.2791147514951231,8.69,0,6.6149
R1,98.69,3,1.31,12,0.6268569453976364,7.59,0,3.30936
R2,132.03,2,0.28,8,0.5843100334885334,7.62,0,2.69571
R2,202.56,1,0.81,4,0.6510690433044518,2.15,0,4.2444
R1,126.2,5,1.86,20,0.7207692026271149,21.43,0,4.7243
R1,173.07,4,4.81,16,0.6374855188217097,20.65,0,6.3423
R2,193.54,4,0.78,16,0.7951845992631742,18.73,0,4.34275
R2,144.59,3,3.86,12,0.6724349368790288,20.48,0,4.93334
R1,269.03,3,0.88,12,0.5662799771385827,5.27,0,7.66195
R1,180.69,4,4.33,16,0.9907011673399596,20.42,0,6.51768
R2,326.12,2,2.66,8,0.28302037718645934,8.65,0,8.69553
R2,231.02,2,1.95,8,0.28885200372200814,19.94,0,5.813
R2,256.2,3,5.35,12,0.6049230138156096,19.16,0,9.61168
R2,57.27,4,0.25,16,0.7539424532209911,4.01,0,1.56777
R2,369.44,3,6.0,12,0.40572495303505385,15.03,0,24.58462
R2,184.64,4,4.99,16,0.2097290575881945,22.91,0,6.90636
R1,192.05,3,6.28,12,0.7639111251674435,20.99,0,7.01778
R2,133.12,4,2.39,16,0.1050696399047013,6.64,0,3.9998
R2,263.65,2,3.39,8,0.6288119061198281,10.54,0,15.17181
R2,283.07,4,2.53,16,0.619308902195864,11.14,0,15.63685
R2,192.05,3,2.94,12,0.4061893991564234,2.15,0,5.70186
R2,189.58,4,4.66,16,0.426295465484937,6.36,0,7.00609
R1,130.89,2,0.24,8,0.5085432366350566,11.65,0,9.68285
R1,128.97,1,1.92,4,0.3373764846002235,11.76,0,9.48043
R2,150.74,3,2.55,12,0.39660684089633635,8.59,0,4.48412
R2,135.11,3,0.0,12,0.9455864118840203,7.53,0,2.75115
R2,231.08,3,3.92,12,0.5864661859373761,16.88,0,14.0494
R1,222.1,4,2.36,16,0.7621255399138271,12.58,0,17.3455
R1,258.8,2,0.79,8,0.5412427500550534,8.65,0,7.07508
R1,58.84,5,4.34,20,0.7446276787582178,14.62,0,5.57814
R1,176.48,1,5.24,4,0.9728535059245383,23.51,0,6.03801
R2,312.9,3,3.92,12,0.5323818199217728,15.18,0,18.7853
R2,268.95,4,2.26,16,0.8449581739108947,22.96,0,7.32824
R2,223.77,3,1.5,12,0.6871880687179542,6.58,0,5.2185
R2,143.1,3,0.42,12,0.32641945755995183,0.39,0,3.106
R2,265.44,3,0.99,12,0.590715620371268,7.53,0,5.83746
R2,182.66,2,5.24,8,0.4486668926262677,4.2,0,6.70074
R2,354.55,2,7.03,8,0.36274196937379954,12.49,0,24.799
R2,187.45,3,1.3,12,0.41826627324066645,7.51,0,4.38311
R2,160.32,3,1.45,12,0.9367060283840936,0.33,0,4.04624
R1,144.8,1,0.0,4,0.3399449514163392,4.17,0,3.90533
R1,296.47,1,4.06,4,0.8648467372808681,18.07,0,8.99816
R1,324.96,4,1.11,16,0.4510828236263833,21.8,0,9.21211
R1,103.96,3,2.53,12,0.5770676748071573,6.75,0,3.80679
R2,74.07,3,8.78,12,0.42236216574221364,5.82,0,4.19066
R2,115.7,3,6.34,12,0.778972968855964,17.84,0,5.11536
R1,162.39,4,5.53,16,0.8339345348133711,10.17,0,13.27408
R2,286.5,4,5.2,16,0.31596860983973685,12.13,0,18.33766
R1,287.07,3,1.17,12,0.42661659504111626,7.18,0,8.20991
R1,293.44,3,1.85,12,0.5882590004055428,2.77,0,8.78187
R2,70.49,2,4.81,8,0.8764225434406616,23.79,0,2.77664
R2,384.86,2,0.0,8,0.6647510198040627,20.29,0,6.62631
R1,394.46,4,5.87,16,0.9247438491055379,19.74,0,13.80573
R2,98.62,3,1.89,12,0.30797006584209097,10.88,0,5.49557
R1,71.96,2,0.0,8,0.8585581990833866,1.71,0,2.3222
R2,79.72,1,4.05,4,0.682341734677947,12.23,0,4.93065
R2,159.2,5,1.73,20,0.48605511883684005,12.06,0,8.75624
R1,324.47,2,1.11,8,0.9066330598231817,8.81,0,8.91282
R1,280.42,4,4.01,16,0.7882821381928018,7.48,0,9.37546
R2,132.4,5,4.73,20,0.6720381649343277,7.64,0,5.40206
R2,184.64,3,3.36,12,0.7357594839098511,4.28,0,5.78691
R1,136.27,2,0.0,8,0.42096424621177764,20.37,0,3.6953
R2,272.44,3,5.03,12,0.18957751273818402,20.08,0,9.65475
R2,289.33,3,4.18,12,0.8207190724075744,5.01,0,9.72922
R1,257.08,2,7.93,8,0.581968646007684,3.93,0,9.89673
R1,173.12,1,2.58,4,0.44535381851449585,14.68,0,12.79639
R2,148.45,1,0.0,4,0.10549030180249763,18.84,0,2.58976
R1,90.86,3,3.39,12,0.6040643788507706,13.28,0,7.64306
R1,391.04,4,5.27,16,0.7981063004491769,23.54,0,13.57986
R1,62.97,5,0.32,20,0.9468863963738514,3.85,0,2.93948
R1,147.12,3,4.53,12,0.6498234504098535,4.96,0,5.29234
R2,293.12,3,3.75,12,0.18903504627407364,3.93,0,9.33051
R2,86.12,2,7.47,8,0.7114645363834486,19.98,0,4.06716
R1,128.78,3,2.91,12,0.5542944797367211,10.58,0,10.19128
R2,84.25,2,2.01,8,0.29946383610231875,11.59,0,4.81126
R1,89.3,4,5.54,16,0.17074333011756415,17.54,0,3.95718
R2,105.19,4,5.03,16,0.8377631884163932,5.65,0,4.27546
R1,205.44,3,3.77,12,0.5680354635638075,7.84,0,6.96144
R2,89.84,2,1.33,8,0.65427362637653,22.98,0,2.41332
R2,137.09,4,6.73,16,0.8670199582435445,7.43,0,6.21316
R2,294.1,3,1.97,12,0.7482881918288697,6.46,0,7.46375
R2,151.88,4,5.72,16,0.9229761116324182,10.64,0,10.54544
R1,223.2,4,7.05,16,0.9823754653811877,7.62,0,8.50663
R1,90.27,2,0.33,8,0.48554276641123595,9.99,0,6.91599
R1,365.46,3,3.82,12,0.4899445041710305,23.78,0,11.71718
R1,288.3,2,5.8,8,0.837734187401583,6.74,0,9.93799
R2,96.67,1,1.0,4,0.782679818518334,16.63,0,4.91652
R1,295.22,4,1.56,16,0.6489477476660301,12.11,0,22.12966
R2,269.09,3,2.39,12,0.6855006284393363,11.67,0,14.75785
R2,100.02,3,2.49,12,0.8932463383460779,2.4,0,3.05731
R2,171.78,6,7.56,24,0.8323823293182726,16.79,0,13.29713
R2,54.2,5,1.73,20,0.9351422353154646,1.73,0,2.22031
R1,125.84,1,1.63,4,0.4917146654464424,10.06,0,9.22213
R2,123.53,2,0.0,8,0.7355309284671382,19.03,0,2.4248
R1,220.03,3,2.31,12,0.4297195429732038,13.83,0,16.74696
R1,69.11,5,1.03,20,0.6859305231402384,16.81,0,6.09229
R2,177.39,5,5.75,20,0.6432933015969915,0.14,0,7.52332
R2,186.99,4,2.28,16,0.26595542730206767,10.62,0,10.61451
R1,208.03,3,2.32,12,0.6745542338890607,1.16,0,6.53283
R2,347.58,4,6.59,16,0.4078064353494063,2.47,0,14.74487
R1,226.29,3,1.49,12,0.5547258222530695,19.54,0,6.75151
R1,232.66,3,7.24,12,0.6280792709787242,20.37,0,8.76145
R2,154.62,2,7.16,8,0.5872553868513256,13.2,0,11.10293
R1,315.74,4,0.0,16,0.8431703115100765,8.71,0,8.81861
R1,355.78,4,0.42,16,0.4897905150439492,7.83,0,9.7176
R2,139.71,2,7.24,8,0.4445304933695321,21.1,0,6.4163
R2,179.2,4,3.46,16,0.7888551918723374,6.14,0,5.89812
R1,122.74,5,1.94,20,0.7489793283196859,8.47,0,4.51303
R1,108.66,1,3.36,4,0.46330381537863397,1.23,0,3.46996
R2,235.56,2,7.92,8,0.7703807265200153,3.6,0,10.87201
R2,177.6,3,0.0,12,0.9697584762516349,6.68,0,3.54931
R2,235.22,2,1.43,8,0.7242138323004663,11.84,0,11.85087
R2,216.34,3,2.25,12,0.7185685208943309,23.3,0,5.7047
R2,97.74,3,1.28,12,0.8265848965314572,13.6,0,5.19326
R1,150.39,2,3.94,8,0.4641129739595913,23.8,0,5.1357
R1,80.88,3,1.01,12,0.5974478906847901,16.7,0,6.55675
R1,134.71,4,4.24,16,0.5466462749972817,16.58,0,11.17269
R2,162.09,3,8.23,12,0.6823574747824119,0.04,0,7.96748
R2,97.45,3,3.58,12,0.263045686105741,7.11,0,3.43746
R2,130.19,4,3.13,16,0.6032988503343057,18.29,0,4.31867
R2,167.73,3,4.97,12,0.38654370456641707,20.04,0,6.35848
R1,234.87,3,2.87,12,0.4213419903225448,16.75,0,17.6267
R2,159.61,4,4.91,16,0.7135415701504503,21.29,0,6.05296
R1,241.02,2,5.79,8,0.4398823399341789,1.41,0,8.58589
R2,168.05,4,0.0,16,0.2703696440835228,1.58,0,3.41558
R2,118.5,3,2.15,12,0.3334167649484908,17.42,0,3.36264
R1,331.81,4,1.02,16,0.6388461723347536,14.06,0,24.79903
R1,305.25,1,0.0,4,0.3441733552933016,5.17,0,7.78269
R1,212.95,3,2.14,12,0.55107704327892,22.36,0,6.58228
R1,159.28,2,2.11,8,0.561078962732653,17.18,0,4.81746
R1,107.05,2,0.44,8,0.3530094184930167,12.1,0,8.31883
R2,91.72,2,2.43,8,0.7489364486798802,22.18,0,2.74868
R2,269.93,3,8.59,12,0.8808695985637132,13.44,0,20.96837
R2,169.29,2,5.14,8,0.6583858194098491,13.23,0,10.99233
R2,234.96,3,3.42,12,0.4812255286546011,8.66,0,7.17068
R2,177.06,2,2.56,8,0.6275461190492146,6.0,0,4.93647
R2,173.47,3,3.57,12,0.6988058653666019,6.32,0,5.63087
R2,232.38,3,5.75,12,0.9025121355010093,2.38,0,9.10701
R1,118.84,2,3.15,8,0.7976118197288485,19.06,0,3.96101
R1,239.87,5,0.0,20,0.613722304215061,1.5,0,7.20917
R2,82.54,3,1.12,12,0.7928323554430948,8.4,0,2.29684
R1,162.94,1,3.28,4,0.5534326997678374,9.43,0,12.26052
R2,116.93,1,3.54,4,0.7175241578064999,6.53,0,3.65363
R2,240.48,2,2.41,8,0.5772679962011025,8.41,0,6.4371
R2,320.3,3,6.18,12,0.5727219065256819,7.24,0,12.89133
R2,270.8,4,3.54,16,0.8521493427273699,14.99,0,16.28589
R2,214.69,3,4.91,12,0.6017598460380008,0.31,0,7.78203
R2,190.71,3,2.63,12,0.49584996974096474,23.63,0,5.55343
R2,194.1,2,5.68,8,0.9002091772964919,7.28,0,7.45959
R1,174.07,4,0.6,16,0.4461439498580624,13.76,0,13.18954
R1,382.86,5,6.51,20,0.9174616865241909,11.36,0,30.65267
R2,217.77,2,2.73,8,0.14282492771159705,5.87,0,6.02167
R2,192.8,2,2.03,8,0.2869215680062104,17.99,0,5.22823
R2,196.06,4,0.0,16,0.7180905868463184,12.81,0,9.25058
R1,217.73,3,0.85,12,0.41526561125156103,3.73,0,6.35457
R2,80.21,3,0.0,12,0.756428706455818,9.67,0,4.2618
R2,320.77,3,4.01,12,0.4431546065756182,12.35,0,19.21572
R1,98.33,4,0.0,16,0.6524877094022341,0.31,0,3.32236
R1,97.72,3,2.6,12,0.7899903904306304,6.36,0,3.26138
R2,258.41,3,2.48,12,0.7037389447528324,18.61,0,7.07934
R2,325.18,2,1.24,8,0.9195985972997702,4.05,0,7.30676
R2,342.78,4,0.0,16,0.48041552857013214,11.49,0,15.5408
R1,137.75,3,5.13,12,0.8111333685046929,4.13,0,5.0794
R2,134.64,4,3.5,16,0.7039505831132931,16.02,0,8.2032
R2,93.37,1,3.82,4,0.8437008921849746,21.79,0,3.07104
R1,192.93,4,1.71,16,0.8695743048227755,13.91,0,14.90235
R2,278.37,3,8.22,12,0.4318762584295036,6.2,0,13.31173
R1,179.75,3,2.46,12,0.7973115323849976,1.25,0,6.01507
R1,108.86,1,0.0,4,0.6797820077669703,9.22,0,7.75781
R2,180.07,2,1.52,8,0.5003430307391046,23.32,0,4.39062
R1,163.69,3,5.92,12,0.7551107244446976,21.8,0,6.1195
R2,163.49,5,2.2,20,0.14880798080644275,11.92,0,9.37354
R2,190.89,3,0.0,12,0.9083540701882339,15.16,0,8.83622
R1,153.02,5,4.02,20,0.7997059759996283,5.08,0,5.86634
R2,205.81,3,4.38,12,0.2529363161910272,8.41,0,7.26762
R1,170.27,4,2.66,16,0.46093184348473204,18.83,0,5.74725
R2,117.43,3,1.39,12,0.5059473055154236,5.6,0,3.13904
R2,142.19,4,4.37,16,0.2442468110068039,2.48,0,5.23919
R2,160.36,4,2.91,16,0.46427305297413557,0.53,0,5.14719
R1,277.92,2,7.52,8,0.799898696348659,7.29,0,10.11858
R1,321.79,3,2.64,12,0.8073202352358925,7.27,0,9.89637
R2,207.21,5,4.4,20,0.5420750221356624,6.74,0,7.34445
R2,101.05,3,0.0,12,0.6673351829503645,14.72,0,5.19358
R2,121.1,4,1.14,16,0.41113291398961727,1.96,0,3.21994
R2,109.66,3,3.13,12,0.2063211429563846,12.88,0,6.60327
R1,183.86,2,3.55,8,0.20166537594532363,6.01,0,5.73725
R1,190.65,5,0.98,20,0.7276039441380923,18.83,0,6.26017
R1,186.21,2,0.28,8,0.8630032208514271,7.44,0,5.14633
R2,178.38,5,2.78,20,0.4204643523544108,5.95,0,5.5926
R2,119.32,5,4.96,20,0.8992832730894567,5.55,0,4.92797
R1,269.08,1,5.99,4,0.7906977667284132,17.76,0,9.20331
R2,318.12,4,2.11,16,0.8325860254036263,4.43,0,8.16525
R1,139.55,2,7.95,8,0.7205757689275791,4.42,0,5.64819
R1,117.54,4,4.57,16,0.8991934660997769,20.49,0,4.63307
R1,188.43,2,0.0,8,0.5235483524510394,14.14,0,13.64073
R2,208.57,3,2.89,12,0.917145204425112,6.15,0,6.09561
R2,380.3,4,2.2,16,0.6579743549059139,3.09,0,10.00243
R2,70.6,4,4.91,16,0.8917560497908428,22.88,0,3.07381
R1,175.81,2,2.1,8,0.9439723583355735,0.57,0,5.48708
R1,305.67,2,1.36,8,0.3376576397309585,16.51,0,22.30802
R2,440.03,3,3.47,12,0.9376048874909269,12.81,0,25.15235
R1,54.62,3,0.28,12,0.8678526835531025,15.56,0,4.62645
R1,138.86,3,4.24,12,0.6060461192306974,1.79,0,4.9964
R2,324.38,4,0.0,16,0.7983295807959656,3.03,0,5.98458
R1,94.33,3,0.0,12,0.9957144687482649,15.83,0,7.46181
R2,206.1,3,0.0,12,0.21330866966267337,19.76,0,3.82452
R1,211.64,5,0.35,20,0.5732085149250913,17.06,0,6.40101
R1,276.03,2,2.8,8,0.7868123645282907,8.82,0,8.44897
R2,170.9,4,4.45,16,0.4448361025962744,16.56,0,11.07913
R2,74.94,4,3.24,16,0.3347344817743957,2.09,0,2.66922
R1,184.43,5,1.15,20,0.8874413783768124,16.43,0,14.35353
R1,101.44,3,3.4,12,0.9100884854577072,1.76,0,3.85785
R2,158.55,4,1.8,16,0.39349801761054537,7.23,0,4.31566
R2,189.66,3,2.58,12,0.4406271198450722,14.3,0,10.54564
R2,263.39,2,6.4,8,0.7937557165228503,16.73,0,18.01444
R1,173.65,4,2.91,16,0.9939339111667197,4.02,0,5.95767
R2,92.13,3,0.0,12,0.4083294077616362,22.65,0,1.99556
R2,192.66,4,2.34,16,0.29042396699958883,5.22,0,5.60705
R2,175.17,4,4.77,16,0.3800185727821046,0.34,0,6.77077
R1,209.47,4,6.53,16,0.2340825926703659,11.8,0,17.24965
R2,70.06,2,7.2,8,0.9035725048315446,0.82,0,3.33435
R1,181.25,2,5.05,8,0.36626986590241906,12.09,0,14.52987
R2,127.14,3,3.55,12,0.40309226094652695,9.17,0,7.99886
R1,127.42,2,3.74,8,0.9663936355246154,3.81,0,4.34899
R1,180.14,3,0.65,12,0.4729548579430023,20.73,0,5.23793
R2,107.17,2,4.45,8,0.37658783668538887,2.1,0,3.87626
R2,115.15,3,0.0,12,0.8076053771337135,22.21,0,2.51648
R2,66.61,4,0.62,16,0.828885216302853,19.27,0,1.97707
R2,178.63,3,1.22,12,0.9025463813955628,3.72,0,4.35817
R1,241.7,2,8.01,8,0.7720831820704173,13.64,0,19.82549
R1,294.66,5,1.52,20,0.6331673144834573,7.79,0,9.08368
R1,112.11,4,6.71,16,0.17969910988041526,6.41,0,4.72922
R2,78.62,2,0.0,8,0.9163070063895707,11.05,0,3.92902
R2,237.48,3,3.22,12,0.4514805570975795,21.86,0,7.04043
R1,90.13,3,2.56,12,0.7606314756433673,6.72,0,3.43399
R2,179.73,2,1.87,8,0.2102415502001873,7.89,0,4.6072
R2,150.57,4,1.28,16,0.22675897903951614,14.29,0,8.17705
R1,194.7,3,7.06,12,0.5064346989639014,22.22,0,7.506
R1,250.78,3,7.46,12,0.7333805698321818,2.4,0,9.75342
R1,438.65,3,4.06,12,0.9104276320758691,17.14,0,14.11472
R2,132.71,3,4.28,12,0.8543180782248113,4.3,0,4.76373
R2,265.76,3,2.81,12,0.33153711898062577,22.63,0,7.56269
R1,161.96,2,0.96,8,0.7254917387858655,15.63,0,11.86111
R1,203.24,4,2.78,16,0.5479453302481936,19.09,0,6.77306
R2,302.08,3,3.34,12,0.624593343867434,15.69,0,17.32478
R1,269.87,2,2.58,8,0.14932936579681388,12.02,0,20.01788
R1,142.15,2,5.17,8,0.30310301117641636,10.95,0,11.45033
R2,165.1,3,1.89,12,0.7570485231952367,3.1,0,4.39334
R2,131.96,3,0.0,12,0.49383980427993446,21.92,0,2.65796
R1,226.19,1,4.25,4,0.24262096875356243,19.35,0,7.32598
R2,241.93,3,0.29,12,0.6633060147375407,2.76,0,4.83362
R1,150.81,3,0.94,12,0.465389321704349,9.55,0,11.60241
R1,118.04,4,0.39,16,0.5337846723172863,23.94,0,3.91732
R2,254.19,5,1.63,20,0.7853511551718324,20.01,0,6.67279
R1,72.22,4,2.01,16,0.5945104945909176,21.45,0,3.09847
R1,127.57,1,4.47,4,0.8536326594035809,11.5,0,10.16126
R2,199.28,3,1.75,12,0.541986317373584,14.17,0,10.59346
R1,157.15,2,1.94,8,0.8854227239276192,11.47,0,11.92515
R2,193.83,4,0.0,16,0.7878393943768143,7.59,0,3.85763
R1,222.55,2,7.71,8,0.2217726213146436,14.96,0,18.1288
R2,65.9,2,0.0,8,0.9250305557382041,15.57,0,3.35544
R1,258.22,2,3.69,8,0.4517644008522791,17.13,0,8.23393
R1,122.31,4,0.0,16,0.42750643063285443,16.92,0,9.35828
R1,348.59,3,2.76,12,0.8026763973142195,17.57,0,10.56205
R1,135.96,3,0.0,12,0.5976262393017184,5.98,0,4.00382
R1,269.02,2,4.27,8,0.7196138875538857,3.36,0,8.61293
R2,321.04,4,3.1,16,0.3471457143495783,2.31,0,9.47333
R1,189.03,5,2.18,20,0.7860551049130079,20.16,0,6.49831
R2,223.31,2,2.81,8,0.8147395731178285,9.67,0,12.446
R2,154.28,1,3.64,4,0.3561125856069881,3.2,0,4.85353
R1,154.34,4,5.65,16,0.7350786829361482,7.65,0,5.91046
R1,284.57,4,3.59,16,0.272948478026503,9.45,0,22.13501
R2,395.2,4,2.3,16,0.7340373611812037,8.92,0,10.23506
R2,228.72,4,1.91,16,0.8861102439022971,16.7,0,12.41308
R1,326.89,4,2.1,16,0.5518529277370574,5.67,0,9.80966
R2,184.87,5,1.5,20,0.7811018487922257,22.79,0,4.94736
R2,140.73,2,1.51,8,0.7677836531204901,17.5,0,3.45855
R1,186.36,3,4.58,12,0.6375204639065162,5.38,0,6.44794
R2,262.47,4,2.34,16,0.5215536256988391,7.2,0,7.15261
R2,166.04,2,4.28,8,0.46004711082319194,6.61,0,5.74631
R1,233.68,3,2.36,12,0.9877997554652067,3.79,0,7.07363
R2,210.77,3,6.48,12,0.649527299891159,14.42,0,14.78045
R2,328.58,3,3.41,12,0.2880747625098129,14.27,0,19.18395
R2,134.41,3,4.38,12,0.5013330427963457,0.75,0,4.72083
R2,305.48,2,2.97,8,0.8103262755051512,23.46,0,8.72628
R1,211.21,5,2.38,20,0.6677599917022992,10.69,0,16.98108
R2,79.5,3,3.68,12,0.4660792877819121,0.67,0,2.85569
R1,153.5,3,3.58,12,0.5833411491446694,1.49,0,5.43614
R2,287.13,2,0.0,8,0.23069489441219015,0.38,0,5.09472
R1,55.56,3,1.95,12,0.6301289937279004,17.86,0,2.26562
R1,245.82,0,1.67,0,0.44167080746280485,3.71,0,6.56529
R2,89.98,2,0.63,8,0.38323193790428167,0.29,0,2.13975
R1,351.74,2,1.77,8,0.5796735397119626,22.04,0,10.16409
R1,142.47,3,5.96,12,0.5989256498329312,21.37,0,5.41827
R1,227.47,4,1.6,16,0.6154228473534454,11.91,0,17.46402
R1,167.2,5,1.92,20,0.6835302519722035,14.39,0,13.42928
R2,275.82,2,2.73,8,0.8335060767479797,13.93,0,15.17736
R2,202.88,3,3.44,12,0.6211804533615939,14.5,0,11.83111
R1,314.11,3,5.49,12,0.9305117904128134,13.39,0,24.56957
R2,240.08,5,1.83,20,0.9501388614492008,6.12,0,6.49819
R2,154.86,3,1.78,12,0.8852474379956206,16.62,0,8.5242
R2,221.19,1,4.49,4,0.950482359461233,20.37,0,7.3478
R2,272.18,3,3.86,12,0.911041442265804,17.43,0,8.76085
R1,215.47,4,4.14,16,0.6050350575695828,20.8,0,7.37158
R1,96.91,4,4.23,16,0.6876077920257189,19.53,0,3.92664
R2,267.29,3,1.15,12,0.9300916112136639,4.61,0,6.04604
R1,159.67,3,0.52,12,0.6239222686384192,0.63,0,4.69861
R1,255.53,4,6.42,16,0.06363918949729608,7.66,0,12.26264
R1,166.58,2,6.44,8,0.6793227315131145,22.07,0,6.17862
R2,188.75,2,2.15,8,0.6805951469027447,7.95,0,5.19197
R2,145.87,3,1.59,12,0.3512236967320326,18.79,0,3.73873
R1,272.02,4,0.0,16,0.5468149372876789,22.3,0,7.50877
R2,148.66,5,3.35,20,0.8059770365279366,19.2,0,4.97675
R1,423.91,3,0.65,12,0.44684533440624796,9.94,0,30.3317
R1,241.72,4,0.97,16,0.604001348519529,18.19,0,7.28646
R1,336.46,4,0.94,16,0.5791706807491006,15.85,0,24.69095
R1,58.36,5,7.46,20,0.5652350923002218,20.4,0,3.18836
R2,199.7,4,0.0,16,0.41178395561534153,14.09,0,9.29381
R1,201.35,2,3.11,8,0.36105546585865567,17.74,0,6.55262
R1,218.63,2,6.36,8,0.5786322055807209,17.32,0,7.83626
R2,202.83,4,0.71,16,0.4728905224077059,3.65,0,4.44792
R1,114.08,4,4.32,16,0.7648095766097706,7.96,0,4.64087
R1,82.96,4,2.0,16,0.36710180552628646,11.79,0,6.86808
R1,177.37,5,5.33,20,0.8691625941881981,8.78,0,6.85331
R1,161.6,3,0.0,12,0.44317364213993116,1.14,0,4.76147
R1,179.06,3,0.41,12,0.8133755338500026,4.0,0,5.28181
R2,312.34,1,5.52,4,0.4074913708254685,12.49,0,20.27337
R2,233.71,3,1.94,12,0.5810635922293066,11.77,0,12.4637
R2,140.12,3,4.7,12,0.36516840865954703,15.44,0,9.1127
R1,141.88,5,1.96,20,0.5234455329409877,20.33,0,4.98474
R2,250.45,3,2.59,12,0.7734997755690654,14.88,0,13.96855
R2,396.13,1,2.53,4,0.6586279373830731,6.45,0,10.3713
R1,121.7,2,5.43,8,0.0865468643550461,6.18,0,5.44966
R2,281.51,3,2.53,12,0.9381280969094431,11.52,0,15.48947
R1,169.14,2,2.78,8,0.5912901757696158,11.02,0,12.88852
R2,257.15,2,7.83,8,0.8039865056441188,21.9,0,11.639
R2,138.96,2,2.21,8,0.6905929391601899,21.51,0,3.79434
R2,180.99,4,4.11,16,0.6625828425117063,23.81,0,6.46792
R1,302.69,4,3.72,16,0.7721691369517809,17.76,0,9.87818
R2,90.99,2,2.12,8,0.5774827501915886,7.94,0,2.69995
R1,138.37,1,5.2,4,0.3364253368630391,14.84,0,11.09653
R1,204.35,2,3.37,8,0.7614099257245688,17.09,0,6.4665
R2,330.35,4,1.07,16,0.7679359904405176,15.75,0,16.5485
R1,109.96,4,0.0,16,0.5173953648196976,22.43,0,3.5485
R2,68.84,2,7.83,8,0.7839664631164784,17.01,0,3.56315
R1,105.12,3,4.11,12,0.5964520117489452,9.16,0,8.56653
R2,182.73,5,5.47,20,0.4968123942580388,23.39,0,7.33119
R1,124.3,1,3.65,4,0.270478233369723,14.89,0,9.71111
R1,338.35,4,3.51,16,0.45479190029680483,22.5,0,10.81451
R2,147.33,4,1.16,16,0.9209283247089243,0.15,0,3.7622
R1,124.84,2,2.18,8,0.8706051450604548,21.33,0,3.80583
R2,62.55,3,5.76,12,0.4939395675935615,6.29,0,3.03297
R1,421.35,2,1.29,8,0.7555817767700588,22.1,0,11.39846
R2,102.76,2,0.98,8,0.20330641415512707,3.2,0,2.47593
R1,150.46,4,0.0,16,0.7660449616084932,18.76,0,4.70401
R2,295.85,3,0.4,12,0.6562999230169657,13.92,0,13.8567
R2,170.72,4,3.03,16,0.3662668685383914,15.36,0,10.24537
R1,346.0,3,2.27,12,0.9604821745209073,11.13,0,25.54475
R2,191.08,2,1.31,8,0.8058426478295195,12.8,0,9.60267
R1,166.02,3,3.05,12,0.6588922964616148,1.08,0,5.43261
R1,121.84,3,4.24,12,0.37437769127161236,11.73,0,9.99881
R2,77.41,3,0.99,12,0.20933586903972345,0.04,0,2.15095
R2,138.68,3,6.84,12,0.8955440914528449,10.52,0,9.89259
R2,136.27,3,4.05,12,0.5197890649592432,22.07,0,4.76699
R2,220.48,1,0.0,4,0.8953004900680888,9.47,0,10.15299
R2,80.81,4,4.31,16,0.5515480085617035,3.32,0,3.31879
R2,190.43,2,0.85,8,0.5250963611197712,15.69,0,9.68809
R2,354.8,4,0.72,16,0.6425134195443343,6.23,0,7.46445
R2,249.17,3,3.87,12,0.6476725856720126,9.85,0,14.89943
R2,81.0,4,7.67,16,0.6968480835761258,3.05,0,4.39728
R1,148.02,4,4.04,16,0.3061596402073423,7.03,0,5.45437
